city,house_title,house_type,price,owner_name,no_of_reviews,rating,url,no_of_guest,house_size,no_of_beds,no_of_baths,rooms,beds,bath
Whistler,˙Studio Condo Whistler Village 223,Departamento entero,1097.0,Bill,400,5.0,https://www.airbnb.mx/rooms/12071124?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Studio Condo Upper Village Tranquility,Departamento entero,1170.0,Bill,479,5.0,https://www.airbnb.mx/rooms/7309668?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,1 BR Townhome with Private Hot Tub - FREE PARKING,Casa adosada completa,1681.0,Ian,313,4.5,https://www.airbnb.mx/rooms/2520507?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Peak View Penthouse,Loft entero,1886.0,Jane & James,161,5.0,https://www.airbnb.mx/rooms/13348663?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,˙Studio Condo Whistler Village 207,Departamento entero,1243.0,Bill,287,5.0,https://www.airbnb.mx/rooms/16041781?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,1 BR Townhouse with Private Hot Tub - FREE PARKING,Casa adosada completa,1857.0,Ian,321,4.5,https://www.airbnb.mx/rooms/4828768?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,·Hotel Room Upper Village Tranquility,Alojamiento entero,1389.0,Bill,517,5.0,https://www.airbnb.mx/rooms/7310283?location=Whistler&previous_page_section_name=1000,2.0, '1 cama', '1 baño', '\U000f0004\n5073 evaluaciones',1.0,1.0,45073.0
Whistler,Whistler Creekside Villa - single nights now open!,Departamento entero,1155.0,Beth,338,4.5,https://www.airbnb.mx/rooms/1295382?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,⛰️ 1 Bdrm Modern Village Penthouse - view!,Departamento con servicios completo,2471.0,Victoria And Christian,435,5.0,https://www.airbnb.mx/rooms/9670429?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Modern Mountain Studio in the Village,Departamento con servicios completo,1886.0,Anya,134,5.0,https://www.airbnb.mx/rooms/14438965?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,˙Studio Condo Whistler Village 201,Condominio completo,1170.0,Bill,144,5.0,https://www.airbnb.mx/rooms/22196091?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,ˑEight People Upper Village Tranquility,Condominio completo,1243.0,Bill,320,5.0,https://www.airbnb.mx/rooms/13335461?location=Whistler&previous_page_section_name=1000,8.0, '1 recámara', '4 camas', '2 baños',1.0,4.0,2.0
Whistler,Newly updated condo at Blackcomb base,Condominio completo,1462.0,Caroline,122,4.5,https://www.airbnb.mx/rooms/13126268?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,,Traducir,0.0,,,,https://www.airbnb.mx/rooms/plus/10273331?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,Well Located Whistler Home With A View,Casa entera,1184.0,Graham,2,,https://www.airbnb.mx/rooms/25841820?location=Whistler&previous_page_section_name=1000,6.0, '3 recámaras', '4 camas', '2 baños',3.0,4.0,2.0
Whistler,Whistler Village Main St. Suite,Departamento entero,1828.0,Dan,98,5.0,https://www.airbnb.mx/rooms/29690566?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '5 camas', '1 baño',0.5,5.0,1.0
Whistler,MAIN VILLAGE SQUARE = Super central location!,Departamento entero,1740.0,Clare And Mike,307,5.0,https://www.airbnb.mx/rooms/14900711?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Cozy Whistler Village Studio,Condominio completo,1447.0,Tim And Andrea,314,5.0,https://www.airbnb.mx/rooms/4269069?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,˙Studio Condo Whistler Village 224,Departamento entero,1097.0,Bill,423,5.0,https://www.airbnb.mx/rooms/12056053?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Cozy studio on Main Street with hot tub and pool,Condominio completo,1301.0,Jenny And Roman,213,5.0,https://www.airbnb.mx/rooms/17942811?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,˰Free Parking Loft Studio Whistler Village,Departamento entero,1681.0,Bill,519,5.0,https://www.airbnb.mx/rooms/4751154?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Ski in/out Stylish condo with pool/hot tub & views,Departamento entero,1301.0,Annika,203,5.0,https://www.airbnb.mx/rooms/4249398?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,ˑStudio Condo Murphy Bed Upper Village Tranquility,Departamento entero,1243.0,Bill,75,5.0,https://www.airbnb.mx/rooms/29397702?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Symphony Studio in Whistler Village,Departamento entero,1755.0,Musubi,199,5.0,https://www.airbnb.mx/rooms/18074253?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,˯Studio Condo Whistler Village 422,Departamento entero,1535.0,Bill,328,5.0,https://www.airbnb.mx/rooms/12310742?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Townhouse with Private Hot Tub & Free Parking,Departamento entero,1681.0,Colleen,152,5.0,https://www.airbnb.mx/rooms/16351601?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Bright Studio on Main Street w pool/hot tub,Condominio completo,1301.0,Jenny And Roman,166,5.0,https://www.airbnb.mx/rooms/19895993?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Cozy 1 Bedroom Apartment in Whistler (Creekside).,Departamento entero,877.0,Lizzy,89,5.0,https://www.airbnb.mx/rooms/26424477?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Minimalist Vibe with Amazing Mountain Views,Departamento con servicios completo,2500.0,Victoria And Christian,338,5.0,https://www.airbnb.mx/rooms/13283018?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Ski-in, Ski-Out Condo, The Aspens",Departamento con servicios completo,1755.0,Jayne,96,5.0,https://www.airbnb.mx/rooms/3802963?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Village-Great location-Free Parking,Condominio completo,1447.0,Marco,127,5.0,https://www.airbnb.mx/rooms/25107534?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,2 Bdrm Village Townhome /w Private Hot Tub,Casa adosada completa,2047.0,Bryony,131,4.5,https://www.airbnb.mx/rooms/18274483?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Cozy Mountain View Studio in Whistler Village,Departamento entero,1901.0,Aran,136,5.0,https://www.airbnb.mx/rooms/22361449?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '0 camas', '1 baño',0.5,0.0,1.0
Whistler,"True Ski-in Ski-out, Studio, Greystone Lodge",Condominio completo,1009.0,Lily,98,4.5,https://www.airbnb.mx/rooms/21255689?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Crisp, Clean, Chic and Cozy in the Village",Departamento entero,1828.0,Michael,116,5.0,https://www.airbnb.mx/rooms/19792074?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (116)",Condominio completo,1959.0,Blackcomb Peaks Accommodation,18,5.0,https://www.airbnb.mx/rooms/21047397?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Newly renovated 1 Bdr townhouse,Casa adosada completa,1641.0,Karen And Gord,61,5.0,https://www.airbnb.mx/rooms/25264112?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Lovely Condo Right in the Village!!,Departamento entero,1228.0,Jessica,313,5.0,https://www.airbnb.mx/rooms/1076367?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Treetop Retreat- Private Deck w/ Incredible Views,Condominio completo,1886.0,Gabriela,430,5.0,https://www.airbnb.mx/rooms/3113612?location=Whistler&previous_page_section_name=1000,4.0, '2 recámaras', '2 camas', '1 baño',2.0,2.0,1.0
Whistler,˙Studio Condo Whistler Village 209,Departamento entero,1243.0,Bill,383,5.0,https://www.airbnb.mx/rooms/12010549?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Modern Whistler Townhome!,Casa adosada completa,1462.0,Jenn,286,5.0,https://www.airbnb.mx/rooms/17027133?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,ˑHotel Room 2 Queen Beds Upper Village Tranquility,Departamento entero,1170.0,Bill,39,4.5,https://www.airbnb.mx/rooms/29685632?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Village Townhome: Outdoor Hot Tub & Pool,Casa adosada completa,1535.0,Mike + Fallon,149,5.0,https://www.airbnb.mx/rooms/16757103?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,˙Studio Condo Whistler Village 401,Departamento entero,1535.0,Bill,273,5.0,https://www.airbnb.mx/rooms/14014139?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Large, bright main street studio with pool/hot tub",Condominio completo,1301.0,Jenny And Roman,170,5.0,https://www.airbnb.mx/rooms/19054186?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Market Pavilion 303 - Great village location, free parking and wifi",Condominio completo,1360.0,Whistler Superior,1,,https://www.airbnb.mx/rooms/30015257?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,North Village studio w/kitchen & Hot-tub,Casa adosada completa,1331.0,Michele,137,5.0,https://www.airbnb.mx/rooms/11281764?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Spacious 1 bedroom with Free parking and Cable TV,Condominio completo,1447.0,Alison,170,5.0,https://www.airbnb.mx/rooms/19874956?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"BEAUTIFUL modern Whistler studio, 5 min from lifts",Departamento entero,1974.0,Eva,213,5.0,https://www.airbnb.mx/rooms/18711873?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño'],0.5,2.0,1.0
Whistler,1 BR apt by Olympic plaza in villag,Departamento con servicios completo,1696.0,Marc,309,5.0,https://www.airbnb.mx/rooms/11238822?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,COUPLES Creekside Mountain Getaway: Great Location,Condominio completo,1228.0,Kerry,202,5.0,https://www.airbnb.mx/rooms/9811302?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,The Main Street Loft: Hot Tub + Parking,Loft entero,2032.0,Clare And Mike,255,5.0,https://www.airbnb.mx/rooms/19177746?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,˯One Bedroom Condo Whistler Village 409,Condominio completo,1755.0,Bill,293,5.0,https://www.airbnb.mx/rooms/15330329?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,STUNNING 1BR Apt at the Heart of Whistler Village,Condominio completo,1009.0,Rosario,76,5.0,https://www.airbnb.mx/rooms/24603783?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Think Whistler, Village Flat, 5 min walk to lifts!",Departamento con servicios completo,1447.0,Alex,120,5.0,https://www.airbnb.mx/rooms/16088422?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Central Studio with Hot Tub/Pool,Departamento entero,1594.0,Mila,144,5.0,https://www.airbnb.mx/rooms/4136516?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Cozy 1 BR Condo sleeps 4, FREE Parking, ski in/out",Condominio completo,1535.0,Hayley & Micah,165,5.0,https://www.airbnb.mx/rooms/11225635?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Top-Floor 1BR Condo in Whistler Village w/ Parking,Departamento entero,1608.0,Pranjal,192,5.0,https://www.airbnb.mx/rooms/11397876?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Painted Cliff Ski-in, Ski-out Luxury with serene mountain views, sleeps 6 (43)",Casa adosada completa,2763.0,Blackcomb Peaks Accommodation,28,5.0,https://www.airbnb.mx/rooms/21896276?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Whistler ski studio,Condominio completo,1155.0,Ruby,118,5.0,https://www.airbnb.mx/rooms/21913642?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Bright Open Studio in the Heart of Whistler,Departamento entero,1740.0,Tim And Andrea,163,5.0,https://www.airbnb.mx/rooms/16797924?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Cozy Whistler Village Studio - Free Parking!!!,Condominio completo,2047.0,Kristen,282,5.0,https://www.airbnb.mx/rooms/12714668?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Quiet Mountainside Escape: Ski/Bike In-Out,Condominio completo,1243.0,John & Hilary,122,5.0,https://www.airbnb.mx/rooms/16110651?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Great Space, Great Location to Experience Whistler",Habitación privada en dormitorio para invitados,702.0,Jay,45,4.5,https://www.airbnb.mx/rooms/32728693?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño privado',1.0,1.0,1.0
Whistler,1 BR Modern Townhome with Outdoor Hot Tub and Pool,Casa adosada completa,1360.0,Ian,139,5.0,https://www.airbnb.mx/rooms/19035923?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Quiet Whistler Village Townhouse -FREE PARKING,Casa adosada completa,1316.0,Dean,132,5.0,https://www.airbnb.mx/rooms/6416084?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Newly Renovated Whistler Studio next to Nita Lake,Departamento entero,1506.0,Georgia,213,5.0,https://www.airbnb.mx/rooms/15955626?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Cozy Cabin High up,Departamento entero,1447.0,Meghan,95,5.0,https://www.airbnb.mx/rooms/8869025?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"Whistler Village Studio, Pool & Hot Tub",Departamento con servicios completo,1170.0,Christian,88,5.0,https://www.airbnb.mx/rooms/17964355?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Gorgeous Whistler Studio next Nita Lake,Departamento entero,1345.0,Georgia,192,5.0,https://www.airbnb.mx/rooms/16321603?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Ski in Ski out 1 bedoom+sofa bed, pool & hot tub",Condominio completo,1828.0,Angela & Jennie,183,5.0,https://www.airbnb.mx/rooms/18361439?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"1BR Condo at Glacier Lodge,Ski in/out,Pool/Hot tub",Condominio completo,1170.0,Maria,138,5.0,https://www.airbnb.mx/rooms/18416130?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Heart of village, full condo, modern, hot tub",Condominio completo,1462.0,Sara,164,5.0,https://www.airbnb.mx/rooms/16605113?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '1 cama', '1 baño completo y uno de tocador',0.5,1.0,1.0
Whistler,Central Studio with Pool/Hot Tub,Departamento entero,1740.0,Mila,149,5.0,https://www.airbnb.mx/rooms/2919176?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Whistler Modern, Ski In/Out, Hot Tub & Heated Pool",Departamento entero,2486.0,Aran,214,5.0,https://www.airbnb.mx/rooms/13979632?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '0 camas', '1 baño',1.0,0.0,1.0
Whistler,1 BR Condo in The Aspens w/ Heated Pool & Hot Tubs,Departamento entero,1535.0,Pranjal,149,5.0,https://www.airbnb.mx/rooms/14452657?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,☀️Couples' Paradise - Hot Tub |Free Parking |Views,Condominio completo,1608.0,Christine,31,5.0,https://www.airbnb.mx/rooms/32895971?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Whistler Village(Parking,WiFi,Outdoor Hot Tub)",Casa adosada completa,1535.0,Mike + Fallon,96,5.0,https://www.airbnb.mx/rooms/22570546?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"The Mini Chalet - Steps to Gondola, Lakes & Trails",Casa adosada completa,1447.0,Jodie & Ulla,109,5.0,https://www.airbnb.mx/rooms/21164117?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (548)",Condominio completo,2822.0,Blackcomb Peaks Accommodation,15,5.0,https://www.airbnb.mx/rooms/21899896?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Cozy Whistler Village Studio Condo,Condominio completo,1331.0,Dean,103,5.0,https://www.airbnb.mx/rooms/6228870?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"1BR Penthouse in Village w/ Pool, Hot Tub & Sauna",Condominio completo,1740.0,Tam,117,5.0,https://www.airbnb.mx/rooms/21623570?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Village Studio - Great Location!!,Departamento entero,1301.0,Keiran,129,4.5,https://www.airbnb.mx/rooms/4387886?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Cozy Creekside Studio - Walk to Lifts!,Departamento entero,1170.0,Allira,124,4.5,https://www.airbnb.mx/rooms/21901365?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Cozy, 1BD Whistler Village Condo - FREE PARKING",Condominio completo,1082.0,Blackcomb Peaks Accommodation,56,5.0,https://www.airbnb.mx/rooms/28867835?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '0 camas', '1 baño',1.0,0.0,1.0
Whistler,Executive condo in the Village with unreal view!,Departamento entero,0.0,Brock,86,5.0,https://www.airbnb.mx/rooms/16793278?location=Whistler&previous_page_section_name=1000,5.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/20015616?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/15785301?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/21912859?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/8569385?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/18241924?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/21262021?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,Village North: Cozy studio with HT + Pool!,Departamento entero,0.0,Clare And Mike,82,4.5,https://www.airbnb.mx/rooms/24732646?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Best Location! 2B/2B, Pool, Private Hot Tub!",Casa adosada completa,0.0,Angela & Jennie,66,5.0,https://www.airbnb.mx/rooms/29533510?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Think Whistler- Village Penthouse- 1 free parking!,Departamento con servicios completo,1535.0,Alex,112,5.0,https://www.airbnb.mx/rooms/16588970?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"One Bedroom Condo, heart of Whistler Village.",Condominio completo,1477.0,Janet,118,5.0,https://www.airbnb.mx/rooms/15604192?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Modern, just renovated Studio with Whistler flair",Condominio completo,1447.0,Eleni & Demetre,144,5.0,https://www.airbnb.mx/rooms/22232333?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,,,0.0,,,,https://www.airbnb.mx/rooms/23598237?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,Ironwood 101 - Deluxe Blueberry Condo with Private Hot Tub and Mountain Views,Condominio completo,2617.0,Whistler Superior,4,5.0,https://www.airbnb.mx/rooms/30015391?location=Whistler&previous_page_section_name=1000,4.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,HEART of Whistler Village suite,Departamento con servicios completo,1869.0,May,167,4.5,https://www.airbnb.mx/rooms/16742691?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño completo y uno de tocador',1.0,3.0,1.0
Whistler,Whistler Village North: 3 Level Modern Condo!,Casa adosada completa,2032.0,Clare And Mike,113,5.0,https://www.airbnb.mx/rooms/20758511?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,1 bed Penthouse in Heart of Whistler!,Condominio completo,1564.0,Tasha,131,5.0,https://www.airbnb.mx/rooms/15024449?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '0 camas', '1 baño',1.0,0.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, sleeps 8 (351)",Condominio completo,2456.0,Blackcomb Peaks Accommodation,10,4.5,https://www.airbnb.mx/rooms/21913638?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Updated cozy studio suite w/ kitchenette (2B),Condominio completo,936.0,Helen,89,5.0,https://www.airbnb.mx/rooms/14389053?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Private and Comfortable,Habitación privada en hostal,1447.0,Alison,419,5.0,https://www.airbnb.mx/rooms/7957907?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño compartido',1.0,1.0,1.0
Whistler,Cozy Apartment in Creekside - walk to the lifts,Loft entero,1447.0,Christina,148,5.0,https://www.airbnb.mx/rooms/21313101?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Fully Renovated ! Ski-in Ski-out,Condominio completo,1828.0,Ruben,187,5.0,https://www.airbnb.mx/rooms/10089644?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"2 bedroom, quiet, well located, well furnished",Condominio completo,3056.0,Andrew,176,5.0,https://www.airbnb.mx/rooms/1292771?location=Whistler&previous_page_section_name=1000,7.0, '2 recámaras', '7 camas', '2 baños',2.0,7.0,2.0
Whistler,Whistler Wanderlust Vacation. True Ski in Ski out!,Condominio completo,2617.0,Jason And Melissa,71,5.0,https://www.airbnb.mx/rooms/17556606?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Newly renovated 3rd story suite w/ great views (A),Condominio completo,1228.0,Helen,81,5.0,https://www.airbnb.mx/rooms/15709179?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Comfortable and Private 2,Habitación privada en hostal,1447.0,Alison,265,5.0,https://www.airbnb.mx/rooms/7955152?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño compartido',1.0,1.0,1.0
Whistler,"Whistler Village, free parking & wifi.",Departamento entero,1389.0,Robbie,65,5.0,https://www.airbnb.mx/rooms/17252284?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Updated Ground Floor Condo at The Marquise on Blackcomb,Condominio completo,1667.0,Whistler Superior,1,,https://www.airbnb.mx/rooms/30015380?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
