city,house_title,house_type,price,owner_name,no_of_reviews,rating,url,no_of_guest,house_size,no_of_beds,no_of_baths,rooms,beds,bath
Whistler,Village North: Hot Tub+Pool+Free Parking!,Departamento entero,2020.0,Clare And Mike,70,5.0,https://www.airbnb.mx/rooms/24713214?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Cozy Whistler Village Studio - Free Parking!!!,Condominio completo,2180.0,Kristen,282,5.0,https://www.airbnb.mx/rooms/12714668?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Stoney Creek Northstar 74 - One bedroom condo with pool and hot tub access,Condominio completo,1962.0,Whistler Superior,2,,https://www.airbnb.mx/rooms/30015316?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Elegant and Cozy 1 BR in Whistler Village,Condominio completo,1598.0,Keith And Ilona,55,5.0,https://www.airbnb.mx/rooms/26302895?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Village-1 Bedroom+2 Sofa beds,Departamento con servicios completo,1163.0,Dave,83,5.0,https://www.airbnb.mx/rooms/8915733?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 8 (207)",Condominio completo,2746.0,Blackcomb Peaks Accommodation,11,5.0,https://www.airbnb.mx/rooms/21097950?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Village 1BR - Best Location & Newly Renovated!,Condominio completo,1976.0,Whistler,77,5.0,https://www.airbnb.mx/rooms/21788584?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,COZY Whistler Village Getaway - in BEST Location!,Departamento entero,1337.0,Ronel & Mark,52,5.0,https://www.airbnb.mx/rooms/24559682?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"3 bedroom, quiet, spacious, tasteful, convenient.",Casa adosada completa,6089.0,Andrew,64,5.0,https://www.airbnb.mx/rooms/16125136?location=Whistler&previous_page_section_name=1000,8.0, '3 recámaras', '8 camas', '2 baños',3.0,8.0,2.0
Whistler,"Stoney Creek Northstar 2 - Great location, pool & hot tub access, free wifi",Condominio completo,1962.0,Whistler Superior,,,https://www.airbnb.mx/rooms/30015286?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,STAIRWAY TO SNOW HEAVEN,Condominio completo,1293.0,Scott,251,5.0,https://www.airbnb.mx/rooms/6925332?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,Whistler Escape Ski In/Out 1 Bedroom Hot Tub Pool,Departamento entero,2325.0,Ashley,128,5.0,https://www.airbnb.mx/rooms/19247462?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Market Pavilion 325 - Mountain views in a convenient central location,Condominio completo,2122.0,Whistler Superior,10,5.0,https://www.airbnb.mx/rooms/30015262?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,Ideally located 1BR suite with private BBQ balcony,Condominio completo,2020.0,Marlene And Mike,6,5.0,https://www.airbnb.mx/rooms/33860451?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Cozy & Comfortable Creekside Condo,Condominio completo,814.0,Kim,40,5.0,https://www.airbnb.mx/rooms/23184549?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,,Traducir,0.0,,,,https://www.airbnb.mx/rooms/plus/23667233?location=Whistler&previous_page_section_name=1000,0.0,inf,inf,inf,0.0,0.0,0.0
Whistler,Prime Location 1 bedroom Condo,Condominio completo,1293.0,Chris,31,5.0,https://www.airbnb.mx/rooms/25872882?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler first class ski in ski out,Departamento entero,3633.0,Gertraut,73,5.0,https://www.airbnb.mx/rooms/3860531?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '5 camas', '2 baños',2.0,5.0,2.0
Whistler,Top Floor Whistler Ski-in/Ski-out/Blackcomb Aspens,Condominio completo,1729.0,Herman,97,5.0,https://www.airbnb.mx/rooms/20407932?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Large Studio in Whistler Village,Condominio completo,1322.0,Jennie,31,5.0,https://www.airbnb.mx/rooms/22021685?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 8 (112)",Condominio completo,2441.0,Blackcomb Peaks Accommodation,11,4.5,https://www.airbnb.mx/rooms/23877257?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,The Cache - Boutique Mountain Enclave at Creekside,Departamento entero,1424.0,Jessica,95,5.0,https://www.airbnb.mx/rooms/22618312?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,2 BR/2 BA Townhouse with Own Hot Tub,Casa adosada completa,2441.0,John,46,5.0,https://www.airbnb.mx/rooms/12069101?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '2 camas', '2 baños',2.0,2.0,2.0
Whistler,Lakefront Condo in Whistler,Condominio completo,1598.0,Denise,59,5.0,https://www.airbnb.mx/rooms/8173539?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Cozy Creekside Retreat (close to gondola; 1 bdrm),Departamento entero,1250.0,Brandy And Jean-Luc,67,5.0,https://www.airbnb.mx/rooms/21218742?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Village 1 Bedroom + Hot Tub Access,Condominio completo,1816.0,Sara,99,5.0,https://www.airbnb.mx/rooms/19161726?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Cozy 1 bedroom Creekside Condo,Condominio completo,1453.0,Mark,63,5.0,https://www.airbnb.mx/rooms/22367540?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Luxury Blackcomb Retreat - Gondola~Pool~Hot tub,Condominio completo,1671.0,Jennie,,,https://www.airbnb.mx/rooms/36880700?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '1 cama', '2 baños'],1.0,1.0,2.0
Whistler,Impeccable Glacier Lodge Hotel Room Pool+Hot tub,Departamento con servicios completo,1439.0,James,37,4.5,https://www.airbnb.mx/rooms/23378477?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 8 (319)",Condominio completo,2805.0,Blackcomb Peaks Accommodation,10,5.0,https://www.airbnb.mx/rooms/21913496?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (549)",Condominio completo,2732.0,Blackcomb Peaks Accommodation,14,5.0,https://www.airbnb.mx/rooms/21899615?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,The Marquise 220 - Updated suite just steps from the slopes,Condominio completo,1657.0,Whistler Superior,,,https://www.airbnb.mx/rooms/30015269?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Miga Retreat | Studio 225 | Whistler BC,Condominio completo,1439.0,Mike + Doris,173,4.5,https://www.airbnb.mx/rooms/3960082?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Central 1BD with Hot Tub/Sauna/Pool,Departamento entero,1250.0,Efosa,40,5.0,https://www.airbnb.mx/rooms/18409526?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Whistler Village- Fantastic Views - Free Parking,Departamento con servicios completo,1584.0,Alex,52,5.0,https://www.airbnb.mx/rooms/25941696?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,M & M's Studio Getaway,Departamento entero,1104.0,Melanie,20,5.0,https://www.airbnb.mx/rooms/32448738?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,BnB & eBike or Guided Mtn Adventure,Habitación privada en bed and breakfast,1901.0,EBike Ash,115,5.0,https://www.airbnb.mx/rooms/489996?location=Whistler&previous_page_section_name=1000,2.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,"Townhome in Village, Private Hot Tub, Pool & Sauna",Casa adosada completa,2543.0,Matthew,80,5.0,https://www.airbnb.mx/rooms/20981379?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Heart Beat of Whistler Village - 202 WindWhistle,Condominio completo,1875.0,Jody And Judy,49,5.0,https://www.airbnb.mx/rooms/26258082?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Tyndall Stone Lodge one bed room condo,Condominio completo,1584.0,Terrence & Yvonne,37,5.0,https://www.airbnb.mx/rooms/28058250?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, sleeps 4 (353)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,3,4.5,https://www.airbnb.mx/rooms/21915934?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Washer/Dryer Hot tubs, BBQ, sleeps 8 (327)",Condominio completo,3037.0,Blackcomb Peaks Accommodation,,,https://www.airbnb.mx/rooms/36149653?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,"Greystone, Renovated Ski in Ski out, sleeps 5, Free Wifi (217)",Condominio completo,2151.0,Blackcomb Peaks Accommodation,13,5.0,https://www.airbnb.mx/rooms/21895571?location=Whistler&previous_page_section_name=1000,5.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"whistler apt. . Pool,BBQ, hot tub,near everthing",Departamento entero,2165.0,Sarah,230,4.5,https://www.airbnb.mx/rooms/964727?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Newly updated bright 3rd floor suite w/ views (B),Condominio completo,1453.0,Helen,92,5.0,https://www.airbnb.mx/rooms/16221086?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Market Pavilion Studio on Main St: Hot Tub+Parking,Departamento entero,1875.0,Clare And Mike,57,5.0,https://www.airbnb.mx/rooms/24372543?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Whistler Village Lagoon's Studio - Free parking!,Condominio completo,1875.0,Clare And Mike,52,5.0,https://www.airbnb.mx/rooms/27090141?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, AC, sleeps 4 (367)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,3,5.0,https://www.airbnb.mx/rooms/21916278?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Prime Whistler Village Location / Pool/ Hot Tub!,Condominio completo,1410.0,Marek,36,4.5,https://www.airbnb.mx/rooms/22249549?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (438)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,5,5.0,https://www.airbnb.mx/rooms/21900831?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (439)",Condominio completo,2470.0,Blackcomb Peaks Accommodation,7,5.0,https://www.airbnb.mx/rooms/21900609?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Tranquil 2bdrm Getaway!,Condominio completo,2746.0,Stephanie,157,5.0,https://www.airbnb.mx/rooms/14056635?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,creekside location ski in ski out,Habitación privada en casa adosada,915.0,Jeanette,141,5.0,https://www.airbnb.mx/rooms/8906349?location=Whistler&previous_page_section_name=1000,2.0, '1 recámara', '1 cama', '2 baños',1.0,1.0,2.0
Whistler,Heart Whistler Village-3bd/2.5bath,Casa adosada completa,2285.0,Sherry,137,5.0,https://www.airbnb.mx/rooms/9088173?location=Whistler&previous_page_section_name=1000,6.0, '3 recámaras', '4 camas', '2 baños completos y uno de tocador',3.0,4.0,2.0
Whistler,Tyndall Stone Lodge #311,Condominio completo,2572.0,Whistler Superior,6,5.0,https://www.airbnb.mx/rooms/30015396?location=Whistler&previous_page_section_name=1000,6.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (113)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,2,,https://www.airbnb.mx/rooms/21047405?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Stoney Creek Northstar 32 - Renovated, ground floor condo in Whistler Village",Condominio completo,1962.0,Whistler Superior,3,5.0,https://www.airbnb.mx/rooms/30420434?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"True Ski-in Ski-out, 1 BR Greystone Lodge Condo",Condominio completo,1439.0,Lily,62,5.0,https://www.airbnb.mx/rooms/21233731?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (217)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,5,5.0,https://www.airbnb.mx/rooms/21097951?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,*Perfect Location* Glacier Reach w/private hot tub,Condominio completo,1860.0,Judy,31,5.0,https://www.airbnb.mx/rooms/30109906?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,PENTHOUSE Condo - Whistler Village!,Condominio completo,1875.0,Matt,31,5.0,https://www.airbnb.mx/rooms/5445617?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Blackcomb Beauty !,Departamento entero,2325.0,Eliot,95,5.0,https://www.airbnb.mx/rooms/3372779?location=Whistler&previous_page_section_name=1000,4.0, '2 recámaras', '3 camas', '1 baño',2.0,3.0,1.0
Whistler,Prime Village Location Ski In Ski Out by Harmony Whistler,Condominio completo,1598.0,Harmony,58,5.0,https://www.airbnb.mx/rooms/9918741?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,SKI IN SKI OUT..BLISS! ONE BEDROOM SUITE,Condominio completo,1235.0,Janice,88,5.0,https://www.airbnb.mx/rooms/9494370?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"2 Bedroom /w Private Hot Tub, Great location!",Casa adosada completa,3473.0,Bryony,129,4.5,https://www.airbnb.mx/rooms/19342616?location=Whistler&previous_page_section_name=1000,5.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (314)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,6,5.0,https://www.airbnb.mx/rooms/21913231?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Blueberry comfy 3BR/2BA Condo opening to outside,Condominio completo,3052.0,Jim,46,5.0,https://www.airbnb.mx/rooms/4277978?location=Whistler&previous_page_section_name=1000,8.0, '3 recámaras', '5 camas', '2 baños',3.0,5.0,2.0
Whistler,Eagle Lodge Studio-Village Location-Mountain Views,Departamento entero,1540.0,Whistler Reception,95,4.5,https://www.airbnb.mx/rooms/15007751?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,The Gables 19 - Newly renovated in perfect village location,Condominio completo,2122.0,Whistler Superior,2,,https://www.airbnb.mx/rooms/30015232?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Ski in Ski Out Totally Renovated , 2 BR, 2BA, 8ppl",Departamento entero,2906.0,Sergio,43,5.0,https://www.airbnb.mx/rooms/18377431?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '5 camas', '2 baños',2.0,5.0,2.0
Whistler,Didi's MAIN ST studio with shared HOT TUB,Condominio completo,1729.0,Didi,65,5.0,https://www.airbnb.mx/rooms/26303976?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,Revamped One Bedroom Unit With Mountain Views!,Departamento entero,2020.0,Whistler Reception,31,5.0,https://www.airbnb.mx/rooms/18395194?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Simon & Marcella's Deluxe Mountain Serenity Suite,Departamento entero,1686.0,Marcella And Simon,88,5.0,https://www.airbnb.mx/rooms/15630386?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,1.5BR Condo Heart of Whistler Village Facing Slope,Departamento entero,2616.0,Juned,91,4.5,https://www.airbnb.mx/rooms/17671622?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '4 camas', '1 baño',2.0,4.0,1.0
Whistler,Comfy & Cozy Studio with Free Parking,Condominio completo,1017.0,Marina,27,5.0,https://www.airbnb.mx/rooms/29922329?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, sleeps 8 (349)",Condominio completo,2805.0,Blackcomb Peaks Accommodation,7,4.5,https://www.airbnb.mx/rooms/21913664?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,Homelike 1 bedroom + den Whistler condo,Departamento entero,2470.0,Katerina,164,5.0,https://www.airbnb.mx/rooms/15011018?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '1 baño',2.0,3.0,1.0
Whistler,Whistler Village - Dear Lodge - 2,Departamento entero,1347.0,Galib,38,5.0,https://www.airbnb.mx/rooms/10154392?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Think Whistler - Quiet Village - Park Free! Xbox!,Departamento con servicios completo,2311.0,Alex,117,5.0,https://www.airbnb.mx/rooms/18009804?location=Whistler&previous_page_section_name=1000,8.0, '2 recámaras', '4 camas', '2 baños',2.0,4.0,2.0
Whistler,"Whistler Modern, Ski In/Out, Hot Tub & Heated Pool",Departamento entero,2180.0,Aran,214,5.0,https://www.airbnb.mx/rooms/13979632?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '0 camas', '1 baño',1.0,0.0,1.0
Whistler,"Stoney Creek Lagoons 5 - Conveniently located, free parking & wifi",Condominio completo,1816.0,Whistler Superior,1,,https://www.airbnb.mx/rooms/30015282?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Cedar Hollow 6 - Quiet mountainside location with free parking,Condominio completo,1816.0,Whistler Superior,,,https://www.airbnb.mx/rooms/30015219?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Brand new renovated 1bd unit at the Marquise.,Departamento entero,1017.0,Laila,33,5.0,https://www.airbnb.mx/rooms/30065254?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, sleeps 4 (302)",Condominio completo,2122.0,Blackcomb Peaks Accommodation,7,4.5,https://www.airbnb.mx/rooms/21912987?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Centre of Whistler Village with Free Parking!,Departamento entero,1453.0,Hiromi,113,5.0,https://www.airbnb.mx/rooms/13725486?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,1BR w/ Private Rooftop Deck in Whistler Village,Casa adosada completa,1308.0,Dany,45,4.5,https://www.airbnb.mx/rooms/28661489?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño',1.0,1.0,1.0
Whistler,Alpenglow cute studio condo in Whistler Village,Condominio completo,1439.0,Terrence & Yvonne,22,4.5,https://www.airbnb.mx/rooms/30298465?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Village Townhouse, Quiet 1 bedroom",Casa adosada completa,1816.0,Sara,97,5.0,https://www.airbnb.mx/rooms/19451316?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Updated 2 bedroom Getaway w hot tub- near village!,Departamento entero,2892.0,Stephanie,147,5.0,https://www.airbnb.mx/rooms/16068259?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (328)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,4,5.0,https://www.airbnb.mx/rooms/21913558?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Ski in/Ski out - sleeps 8 - 3 bedrooms - renovated,Condominio completo,1330.0,Galib,23,4.5,https://www.airbnb.mx/rooms/19461737?location=Whistler&previous_page_section_name=1000,8.0, '3 recámaras', '4 camas', '2 baños',3.0,4.0,2.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 4 (222)",Condominio completo,1991.0,Blackcomb Peaks Accommodation,4,5.0,https://www.airbnb.mx/rooms/21829202?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Top Floor Unit, Pool, Hot tubs, BBQ (543)",Condominio completo,1947.0,Blackcomb Peaks Accommodation,6,4.5,https://www.airbnb.mx/rooms/21900396?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Newly Renovated Stylish One Bedroom Condo,Condominio completo,1816.0,Deborah,13,5.0,https://www.airbnb.mx/rooms/35841758?location=Whistler&previous_page_section_name=1000,3.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Glacier Lodge 247 - Deluxe Ski in Ski out condo with pool and hot tub,Condominio completo,1962.0,Whistler Superior,3,5.0,https://www.airbnb.mx/rooms/30015237?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Recently Renovated Unit with 270 deg view of Slope. Ski-in/Ski-out, Free Wi-Fi",Condominio completo,2136.0,Blackcomb Peaks Accommodation,3,4.5,https://www.airbnb.mx/rooms/21915998?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,Large 1 bed room in Whistler Village North,Condominio completo,1381.0,Terrence & Yvonne,22,4.5,https://www.airbnb.mx/rooms/30298849?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '1 cama', '1 baño completo y uno de tocador',1.0,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, BBQ, sleeps 6 (347)",Condominio completo,2572.0,Blackcomb Peaks Accommodation,8,5.0,https://www.airbnb.mx/rooms/21913703?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Modern and Cozy Condo by Gondola w/ Free Parking,Condominio completo,1229.0,Jo,61,4.5,https://www.airbnb.mx/rooms/22971178?location=Whistler&previous_page_section_name=1000,2.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,"Prime Ski-in Ski-out Location! Pool, Hot tubs, Ski Hill View (209)",Condominio completo,1991.0,Blackcomb Peaks Accommodation,1,,https://www.airbnb.mx/rooms/21097947?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '2 camas', '1 baño',1.0,2.0,1.0
Whistler,"Prime Mountain View! Walk-to-Ski, sleeps 6 (509)",Condominio completo,2441.0,Blackcomb Peaks Accommodation,3,3.5,https://www.airbnb.mx/rooms/27466110?location=Whistler&previous_page_section_name=1000,6.0, '2 recámaras', '3 camas', '2 baños',2.0,3.0,2.0
Whistler,Great Value by the Gondola w/ Free Parking,Departamento entero,1267.0,Jo,83,4.5,https://www.airbnb.mx/rooms/19133185?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,John’s Mountain Escape Amazing View Walk To Lifts!,Condominio completo,1729.0,Jonathan,47,5.0,https://www.airbnb.mx/rooms/30189761?location=Whistler&previous_page_section_name=1000,4.0, '1 recámara', '3 camas', '1 baño',1.0,3.0,1.0
Whistler,"Whistler Village Studio, Pool & Hot Tub",Departamento entero,1381.0,Whistler Life Properties,10,5.0,https://www.airbnb.mx/rooms/35426820?location=Whistler&previous_page_section_name=1000,4.0, 'estudio', '1 cama', '1 baño',0.5,1.0,1.0
Whistler,Sumi Sanctuary | Hotel Room 114 | Whistler BC,Condominio completo,1504.0,Mike + Doris,94,4.5,https://www.airbnb.mx/rooms/18667882?location=Whistler&previous_page_section_name=1000,3.0, 'estudio', '2 camas', '1 baño',0.5,2.0,1.0
